Problem statement ID,Title,Description,Tags
RUTH289,Similar Document Template Matching Algorithm,"In our organization, we encounter a significant challenge when dealing with a large volume of medical invoices, prescriptions, and lab test reports received from numerous providers, including doctors, hospitals, and labs, as well as from customers. To streamline our processes and improve efficiency, we aim to develop a system capable of extracting and standardizing these documents at a provider level. Additionally, we need to identify claims across different providers that exhibit similar document templates. The primary issue we face stems from fraudulent customers who exploit identical digital or printed templates, with minor modifications such as changing the provider names, logos, colors, and text content positioning. By manipulating the customer details within these templates, they attempt to file reimbursement claims that are difficult to detect using standard document comparison checks. To tackle this problem, we require the development of a robust Similar Document Template Matching Algorithm. This algorithm will automate the process of template extraction and standardization, allowing us to identify similarities and patterns across various documents. By comparing the templates used in different claims, we can effectively identify instances of potential fraud, even when the textual content has been altered. The algorithm should be designed to handle a high volume of documents from diverse providers and customers. It should be capable of identifying commonalities in template structure, design elements, and formatting, while also accounting for variations resulting from legitimate differences between providers. Key objectives of the Similar Document Template Matching Algorithm: 1. Template Extraction: Develop a mechanism to extract and standardize templates from medical invoices, prescriptions, and lab test reports received from providers and customers. 2. Template Comparison: Implement an algorithm to compare and identify similarities among different document templates, accounting for minor modifications and variations in content. 3. Fraud Detection: Enhance the algorithm to flag instances of potentially fraudulent claims where similar templates are used, with modifications made to customer details while maintaining the overall structure and design. 4. Scalability and Efficiency: Ensure the algorithm can handle a large volume of documents efficiently, considering the growing number of providers and customers we deal with. 5. Flexibility: Design the algorithm to accommodate variations in template design and content across different providers, while maintaining the ability to detect fraudulent patterns The successful development and implementation of the Similar Document Template Matching Algorithm will significantly enhance our ability to detect fraudulent claims and improve the overall accuracy and efficiency of our document processing workflows. Theme: Fraud Detection & Document Templatization Evaluation Criteria: The effectiveness of the Similar Document Template Matching Algorithm will be evaluated based on several key criteria. The primary criterion is the accuracy of detection, which measures the algorithm's ability to identify similarities in document templates accurately and efficiently. The algorithm should be able to detect instances where fraudulent customers exploit identical templates with minor modifications, distinguishing between suspicious and fraudulent documents. To aid in the interpretation and communication of the algorithm's findings, the detected output should be represented using color-coded flags. Amber flags can be used to indicate suspicious documents that exhibit similarities in template structure or design elements, while red flags should be assigned to identify documents with high potential for fraud. This visual representation will assist investigators in prioritizing their efforts and taking appropriate actions. Input Data Set: The team will have to generate their own dataset using publicly available datasets or archives. This approach ensures that the algorithm is exposed to a wide range of document templates from various providers and customers. The dataset should encompass different document types, such as medical invoices, prescriptions, and lab test reports, reflecting the real-world scenarios the algorithm will encounter during deployment. By using this self-generated dataset, the algorithm can be trained and evaluated under realistic conditions. This approach enables the algorithm to learn patterns and similarities that exist in actual documents, allowing it to accurately detect fraudulent claims and identify suspicious patterns across different providers and customers. Teams working on this problem statement are advised to create their own dataset to build and train their algorithms.","Miscellaneous, Software"
RUTH290,An application under which all rescue agencies are registered and which can display the location of other rescue relief agencies during natural/ man made calamities,"To build such an application. there is need to create a central database where all rescue agencies can register their information, including their location, contact details, and areas of expertise. This information could be entered manually by agency administrators, or automated using GPS or other location tracking technologies. Once the database is populated, the application would need to be designed to display this information in an easy-to-use interface: It could include a map that shows the locations of all registered rescue agencies, along with filters that allow users to narrow down the results based on specific criteria, such as the type of disaster, the resources available, or the time since the last reported activity. In addition to displaying the locations of rescue agencies, the application could also include features for communication and collaboration. For example, agencies could send alerts or requests for assistance to each other directly through the application, or collaborate on shared resources such as medical equipment or transportation. Security and privacy would be major considerations in building such an application. It would be important to ensure that only authorized users have access to the database, and that sensitive information such as personal contact details is protected. Overall, building an application that allows rescue agencies to coordinate their efforts and provide aid more effectively could be a valuable tool for responding to natural or man-made disasters","Disaster Management, Software"
RUTH291,"Development of suitable Software and Hardware components/sensors for springshed mapping, monitoring and management","Main objective is to develop suitable software and hardware components for a comprehensive GIS-based mapping system to help visualize the springshed boundaries, water sources and other related data. Predictive model to forecast the water availability in the springshed for domestic and other use. Workable data management system to store and analyze data related to the springshed. A good decision-support system model to guide and help stakeholders make informed decisions related to springshed management. An automated alert system to inform stakeholders of changes in the springshed landscapes. Methodology; Hardware: 1. High-resolution airborne LiDAR systems: This can be used to accurately measure the topography of springsheds, including surface elevations, contour lines and watershed boundaries.2. Water quality sensors: These sensors measure various water quality parameters such as temperature, pH, dissolved oxygen, salinity, nutrients and other contaminants. 3. Stream flow gauges: Which measure the volume of water flowing through a nalaÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s, streams or rivers. 4. Weather stations: measure the parameters such as temperature, humidity, wind speed, precipitation and solar radiation. Software: 1. GIS software: GIS software can be used to map and analyze the topography of springsheds. 2. Hydrogeological modeling software: This software can be used to simulate the dynamics of springsheds, such as the flow of water and sediment through the system. 3. Data management software: Data management software can be used to store, organize and analyze the data collected from hardware sensors. 4. Decision support software: Decision support software can be used to analyze the data collected from hardware sensors and generates recommendations for springshed management.","Agriculture, FoodTech & Rural Development, Software"
RUTH292,Making career choices and AI based counselling accessible to every child at secondary level along with aptitude tests and detailed career paths.,The project team shall establish an interactive AI based model that will help students to to choose from careers. The model should handhold student in assessing his capabilities and subsequently help him in deciding a career path,"Smart Education, Software"
RUTH293,"Mental health and well-being surveillance, assessment and tracking solution among children.","Develop a model/software which will help students to assess mental health of students, build methods to find out and provide solution for the improvement","Smart Education, Software"
RUTH294,Identify slow learners for remedial teaching and capacity building for innovative methods,Developed based on available assessment data for students the slow learners and build inovative methods to help them cope up with the educational requirements.,"Smart Education, Software"
RUTH295,Online personalized learning remediation/tutoring tool. Search for best teacher for specific topics.,Develop a model/software which will help students to select best teacher/information about specific topic and help them in personalised learning,"Smart Education, Software"
RUTH296,Develop a solution to identifo discrepancies in Quality Monitoring Data on OMMAS and generate reports that highlight areas where corrective action is Required,"The task is to develop a solution that leverages the quality monitoring data available on OMMAS to identify discrepancies between various data sources, The data is collected through an E-form report and test datasheet filled by second and third-tier quality monitors (QMs) and a quality control register (QCR) scanned copy uploaded by State/ Project lmplementation Units (PlUl. 1. The QM report (which has been digitalized and called an E-from) we currently get from OMMAS is filled in by Quality Monitors (QMs). Ihe report contains data on all road layers and other pertinent information, such as geometry road furniture, drains, etc. The report includes values of important parameters from DPR, values recorded at the site by second and third-tier quality monitors, Yes/No answers, and values from QCR. 2. The test report/datasheet contains values recorded at the site for every test. Test results need to be recorded in the QM report (E-form) for each test. This report is cunently uploaded by QMs as a scanned pdf. lt will be digitized in a few days, and we will receive the inspection data in digitized format only. 3. Qualfi Control Registers (QCR) are the record of the tests conducted at the site by the Contractor engineer and the authority engineer (JE, AE and EE). eCn has two parts. eCR part-r needs to be filled and maintained by the contractor, and part_ll needs io be filled bv the authority/ project imprementation unit (pru). prUs currentry ,pu.J ecn, ., scanned pdf copies. The solution should be able to compare the data from these sources with the standard values for each test and analyse the three sources separately. The aim is to identifo discrepancies in the data and enable effective quality monitoring of the processes involved. The solution should be able to process large volumes of data and provide actionable insights that can be used to improve the quality of the processes being monitored. Probable Outputs: 1. Develop a machine learning algorithm/tool that can analyze the quality monitoring data on OMMAS and identifo discrepancies between the different sources of data. The algorithm can be trained on historical data to identif patterns and use thess patterns to predict discrepancies in real-time. The output of the algorithm can be used to generate reports that highlight areas where corrective action is required. 2. Build a dashboard that visualizes the quality monitoring data on OMMAS and enables users to compare the data from different sources. The dashboard can be customized to display data in various formaG, such as tables, charts, and graphs. The users can interact with the dashboard to drill down into specific data points and identifo discrepancies between the different sources of data. 3. Develop a data processing pipeline that automates the process of analyzing the quality monitorin8 data on OMMAS. The pipeline can be designed to intest data from different sources, such as the QM report (E-form), test reports, and QCRs. The pipeline can thenprocess the data using various tools and techniques, such as data cleaning transformation, and analysis. The output of the pipeline can be used to generate reports that highlight areas where corrective action is required. 4. Use natural language processing (NLP) techniques to analyze the quality monitoring data on OMMAS and identifo discrepancies between the different sources of data. NLP techniques can be used to extract relevant information from the QM report {E-form), test reports, and QCRs, and compare this information to identifo discrepancies. The output of the NLP analysis can be used to generate reports that highlight areas where corective action is required.","Smart Automation, Software"
RUTH297,"AR/VR based application which helps visualize the complete house virtually at an early stage, which can help in cost estimation, planning and completion of the house in time'",AR/VR technology based solution will help the beneficary to get a virtual miniature of the completed house at an early stage and will also give an estimate of the cost so that the beneficiary can do the necessary planning before starting the construction,"Smart Automation, Software"
RUTH298,AI-ML based intelligent de-smoking/de-hazing algorithm,Design and Development of AI-ML based intelligent de- smoking/de-hazing algorithm for reproducing the real time video of the area under fire specifically for indoor fire hazards to aid the rescue operation.,"Disaster Management, Software"
RUTH299,AI based Automatic alarm generation and dropping of payload at a particular object through a Drone.,"Drones are currently being widely utilized in civilian applications and military uses too. In severe earthquake and flood situations, the Drones with artificial intelligence based automatic object recognition capability can help rescue teams a lot through automatic alarm generation and dropping of payloads like food, clothes, rescue tools near detected human being. Challenge here is to detect human being from around 50-100 m above the ground at a slanted angle and then drop a payload (say flower for demonstration purposes) near him/ her. Technologies needed will be Drone, Cameras, Processor Board (Raspberry Pi or Intel NUC), Artificial Neural Network or AI hardware and Software, Payload dropping mechanism etc. The developed system will be highly useful in many DRDO projects and civilian applications.","Disaster Management, Software"
RUTH300,Development of motion amplification video techniques for vibration analysis,"Motion Amplification video (MAV) is a technique for visualizing and measuring vibration of structures and machinery. This processes a video clip of an object, extracts feature that are moving from frame to frame, then amplifies and replays the motion in each frame. Defects at micro scales are rendered visible. Vibration amplitudes and mode shape can be thereafter be determined. Time waveform and FFT spectrum can also be captured. This would be extremely useful in evaluating noise, vibration and shock on various platforms. It is also useful in automobile, power plants, industry and other engineering sectors.","Smart Automation, Software"
RUTH301,Virtual Zoo,"Design software and hardware to display holograms of existing and extinct species of flora and fauna to depict complex ecosystems from various parts of the world. The virtual zoo could be displayed in schools, museums, and Ministries without using much physical space. The zoo could also hold educational sessions about the environment within the virtual space using pre-recorded videos of teachers from around the world.","Smart Education, Software"
RUTH302,Water and Electricity Tracking App,A mobile application that helps you limit your water and electricity usage to a predetermined goal by outlining the behavioural change that would be required to meet those targets. Behavioural nudges ought to be embedded in the user experience based on deep research about the best practices of efficient water and electricity usage from around the world.,"Smart Automation, Software"
RUTH303,E-Waste Facility Locator,Website that tells you the location of the nearest e-waste collection and recycling facility. Offers educational pop-ups on the harmful components of your e-waste and their effects on the environment and human health if not disposed correctly. There could be an option to input the model of your old device and earn credit points relative to the amount of precious metals recovered from the device if disposed correctly.,"Smart Automation, Software"
RUTH304,"To develop centralised information security .Log-collection facility' or 'security operation centre (soc)' in the power sector, considering cEA cybersecurity (Power sector) Guidelines, 2021to keep lr and or networking System isolated and air-gapped.","Cyber intrusion attempts and cyber-attacks in any critical sector are carried out with a malicious intent. ln Power sector, it's either to compromise the power Supply system or to render the grid operation in-secure. Any such compromise may result in maloperation of equipmentÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢s, equipment damages or even in a cascading grid brownout/blackout. The much-hyped air gap myth between lr and or systems now stands shattered. The artificial air gap created by deploying firewalls between any lr and or system can be jumped by an insider or an outsider through social engineering. Cyber-attacks are staged through tactics and techniques of lnitial Access, Execution, persistence, privilege Escalation, Defense Evasion, Command and Control, Exfiltration. After gaining an entry inside the system through privilege escalation, the control of lr network and operations of or systems can be taken over even remotely by any cyber adversary. The gain of sensitive operational data through such intrusions may help the Nation/State sponsored or non-sponsored adversaries and cyber-attackers to design more sinister and advanced cyber-attacks. How to develop centralized information security log-collection facility or Security Operation Center (SoC) in the Power Sector, considering cEA cybersecurity (power Sector) Guidelines- 2021, to keep lT and OT networking System isolated and air-gapped?","Blockchain & Cybersecurity, Software"
RUTH305,Developing a software for dubbing of videos from English to other Indian regional languages.,"CIPAM is engaged in the creation of promotional and awareness videos on Intellectual Property in India. A software that can be used for dubbing of videos from English to other Indian regional languages would help in mass outreach of such videos for public awareness. The software must produce a voiceover (in a human like voice) in Indian vernacular languages like Hindi, Marathi, Bengali, Gujarati, Tamil, Telugu, etc. as well as text supers that is dubbed from English to other Indian regional languages. The translated voiceover must also be in simple language, easy to understand and must not be colloquial in nature. A sample video has been provided for reference.","Smart Education, Software"
RUTH306,Developing a software that can translate resource material and other texts from English to other Indian regional languages.,"CIPAM is actively involved in furthering IPR awareness, commercialization and enforcement. In this regard, CIPAM has created various educational tools and resource materials for easy understanding by students, industries, general public, police, judiciary and custom official. For wider outreach there is a requirement for a software that can translate these resource materials and texts from English to other Indian regional languages. The software should assist in translation of these texts created in multiple forms: word document, pdf document, text in images etc. The software should aid in generating output that captures the true meaning of the text and not just the literal meaning. It should provide the option of generating translated texts in the following languages: Hindi, Marathi, Bengali, Gujarati, Tamil and Telugu. The translated texts must also be in simple language, easy to understand (especially by the general public) and must not be colloquial in nature. A sample text has been provided for reference.","Smart Education, Software"
RUTH307,Optimizing Doctor Availability and Appointment Allocation in Hospitals through Digital Technology and Al Integration.,"To develop a digital system that streamlines the appointment scheduling process in hospitals by automating the process of identifying doctor availability and appointment slot allocation. The system will utilize advanced technologies such as RFID, face detection, proximity of Mobile phone, or any other relevant technology to detect the presence of doctors in the hospital. The system will use Artificial Intelligence (AI) to allocate appointment slots based on the doctor's presence and the number of waitlisted patients. This will improve the overall patient experience by reducing the wait time. In conclusion, the proposed digital system will improve the efficiency and convenience of the appointment scheduling process in hospitals; the patients will benefit with reduced waiting time.","MedTech / BioTech / HealthTech, Software"
RUTH308,Cloudburst prediction system,Analyzing meteorological parameters and weather patterns can provide valuable information for predicting the possibility of cloudbursts. Local meteorological agencies and weather forecasting organizations.,"Disaster Management, Software"
RUTH309,"One-stop solution for monitoring dairy plant energy consumption, hygiene and packaging waste collection from consumers.","To provide a sustainable solution with regards to dairy plant operation and performance, the monitoring of plant's energy demand per unit of produce would be an essential parameter. Monitoring of plant hygiene and sanitation would play a key role through the perspective of improvements in food safety. On the consumer end of dairy product value chain, the efficient and easy mechanism for collection of packaging waste is very important aspect. It is the need of the time to have one-stop solution which would address the above mentioned aspects reliably with an integrated approach. Solution may be developed preferably based upon software integrated with associated hardware.","Agriculture, FoodTech & Rural Development, Hardware"
RUTH310,Real time monitoring of infrastructure development,"Today, each sector, such as education, health, agriculture, etc., is growing at a fast pace, and so is the infrastructure required for each sector. Developing infrastructure for each sector is a huge task and involves huge costs. Currently, a few tools are being used to monitor the day-to-day progress of the infrastructure, but they are all manual. This results in additional costs and the untimely completion of the infrastructural projects; thus, it affects the overall development of any sector. For further clarification, consider the infrastructure development associated with the education sector. If any government wants to set up a technical institute, it has to go through multiple processes, and one of the major processes is the timely establishment of the institute. With geo-tagging, it is possible to identify the chunk of land within the given location, district, town, etc., but the major challenge lies when it comes to the development of infrastructure. Currently, there is no mechanism available to monitor the progress on a real-time basis, so lots of manual intervention happens to monitor the progress. To overcome this issue, it is necessary to develop GIS and Al-based solutions through which real-time monitoring of the infrastructure can be done. Further, an application can also be developed that can work in both online and offline mode and through which day-to-day progress can be fed into the system. Thus, collected data can be populated into the system, and real-time monitoring using interactive dashboards and charts is possible. Further, the system will also provide flexibility to the user through simulation interference, which will help the user analyze the impact of an external factor on the time required for completion of the project.","Smart Automation, Software"
RUTH311,Fake Social Media Profile detection and reporting,"The social life of everyone has become associated with the online social net works. These sites have made a drastic change in the way we pursue our social life. Making friends and keeping in contact with them and their updates has become easier. But with their rapid growth, many problems like fake profiles, online impersonation have also grown. Fake profiles often spam legitimate users, posting inappropriate or illegal content. Several signs can help you spot a social media fake who might be trying to scam your business. Identifying fake social media profiles and taking corrective measures. Expected Output: An Application software that detects the fake social media profile Users: Crime branch and other investigative agencies.","Blockchain & Cybersecurity, Software"
RUTH312,Self-identifying the mental health status and get guidance for support.,"Considering the increasing burden of the mental disorders (as evidenced in National Mental Health Survey-2016), it is important to identify the people at the risk of developing mental disorder at early stage to take the necessary action. Primary Health Care centre is a gate-keeper of the Indian public health care delivery system and also an opportunity to screen patient for the risk of developing mental disorders. There are some validated tools are available for screen of the person for risk of developing psychiatric disorders, however, ready availability, taking response from patients, interpretation and quick guide for taking action based on the interpretation of the tool score is still challenge for effective and efficient utilization of the screening tool. Expected Output: Mobile application for screening of mental health. Users: Public as well as Frontline Health worker.","Fitness & Sports, Software"
RUTH313,Student dropout analysis for school education,"Right to education is key concern for government and at school level; drop out ratio is high due to poverty and social, economic reasons. If government have drop out student analysis on following different categories, it will be very useful in framing different policies. 1. School wise 2. Area wise 3. Gender wise 4. Caste wise 5. Age/standard wise Expected Output: Focused interventions on the high dropout rates","Smart Education, Software"
RUTH314,Price comparison of GeM products with other e-marketplaces,"The problem at hand involves developing a cost or price comparison solution specifically tailored for comparing the prices of products available on GeM (Government e-Marketplace) with other e-marketplaces or e-commerce platforms. GeM is a dedicated online platform in India that facilitates the procurement of goods and services by various government departments, organizations, and public sector undertakings. Comparing the prices of products listed on GeM with those on other platforms is crucial for ensuring fair and competitive pricing. The cost or price comparison solution aims to provide users with a convenient way to compare the prices of products available on GeM with other popular e-marketplaces or e-commerce platforms. By leveraging data scraping techniques, APIs, and data analytics, the solution will gather and analyze pricing information from multiple sources, allowing users to make informed decisions based on the best available options.","Smart Automation, Software"
RUTH315,Contact center knowledge management tool with decision tree,"The problem at hand involves developing a knowledge management tool specifically designed for contact centers, aiming to streamline customer support and enhance the efficiency of agents through the implementation of a decision tree framework. Contact centers handle a vast amount of customer inquiries, and providing accurate and consistent responses is crucial for delivering high-quality customer service. The knowledge management tool with a decision tree is designed to assist contact center agents in accessing relevant information quickly and making informed decisions when interacting with customers. It leverages a decision tree structure, which is a hierarchical model that guides agents through a series of questions and steps to determine the appropriate response for a given customer query or issue.","Smart Automation, Software"
RUTH316,Sentiment analysis of Social Media presence,"This problem involves developing a sentiment analysis solution specifically designed for analyzing the sentiment expressed in the social media presence of individuals and organizations. With the significant impact of social media on personal and organizational reputation, understanding the sentiment of social media posts, comments, and interactions has become essential for individuals and businesses alike. Sentiment analysis refers to the process of automatically determining the sentiment or emotional tone conveyed by text or speech. In the context of social media, sentiment analysis can provide valuable insights into public perception, customer feedback, and brand reputation. By analyzing the sentiments expressed in social media content, individuals and organizations can gauge the overall sentiment trends, identify potential issues, and take appropriate actions to maintain or enhance their online presence.","Miscellaneous, Software"
RUTH317,Sentiment Analysis of Incoming calls on helpdesk,"The problem at hand involves developing a sentiment analysis solution specifically tailored for analyzing the sentiment of incoming calls in helpdesks, call centers, and customer services. With the ever-increasing volume of customer interactions in these domains, it is crucial for businesses to gain insights into the sentiments expressed by their customers during phone conversations. Sentiment analysis refers to the process of automatically determining the sentiment or emotional tone conveyed by a text or speech. In the context of incoming calls, sentiment analysis can provide valuable information about customer satisfaction, identify potential issues, and highlight areas for improvement in customer service delivery.","Miscellaneous, Software"
RUTH318,"Using existing CCTV network for crowd management, crime prevention, and work monitoring using AIiML","The Indian Railways is one of the largest railway networks in the world, serving millions of passengers daily. However, with the increasing number of passengers and trains, the management of railway stations and trains has become a challenge, especially when it comes to crowd management, cleanliness, crime prevention, and work monitoring. The traditional methods of manual monitoring and surveillance are time- consuming, and human error can lead to missed incidents. The integration of AI and ML technology can help the Indian Railways to overcome these challenges. Al-based CCTV networks can analyze large amounts of data in real-time and provide insights into crowd management, crime prevention, and work monitoring. This can improve the safety and security of passengers, as well as the efficiency of railway operations. For example, AI algorithms can detect unusual behavior and alert security personnel, while ML algorithms can predict crowd patterns and help with resource allocation. However, implementing Al-based GCTV networks requires a significant investment in technology and infrastructure, as well as the development of data management systems that can handle the large amount of data generated by these systems. Additionally, privacy and ethical considerations must be taken into account to ensure that the use ofAI technology does not infringe on the rights ofpassengers or workers. In conclusion, the use of AI and ML technology in the analysis of existing ccrv networks of the Indian Railways can bring about significant benefits for crowd management, crime prevention, and work monitoring. However, careful planning and implementation are required to ensure that these benefits are realized while respecting the privacy and ethical concerns of stakeholders.","Smart Automation, Software"
RUTH319,AI-powered Legal Documentation Assistant,"Legal documentation can be a complicated and time-consuming process, especially for individuals and small businesses who may not have access to legal resources. In addition, the language and jargon used in legal documents can be difficult for non-lawyers to understand, which can lead to errors and misunderstandings. Objective: The objective of this hackathon challenge is to develop an AI-powered solution that can simplify legal documentation for individuals and small businesses in India, by automatically drafting legal documents in plain language and using easy-to-understand terms. Potential Features: 1. User-friendly interface for inputting relevant information such as parties involved, terms of the agreement, and other necessary details. 2. AI-powered document generation that automatically drafts legal documents in plain language and using easy-to-understand terms. 3. Ability to customize legal documents based on the specific needs of the user. 4. Integration with existing legal resources and databases to ensure accuracy and completeness of the legal documents. 5. Option for users to seek legal advice from an expert in case of complex legal issues. Impact: The proposed solution can greatly benefit individuals and small businesses in India, who often face challenges with legal documentation due to limited access to legal resources. By simplifying legal documentation, this solution can potentially save time, reduce errors, and increase access to justice. Data: Participants can use publicly available legal databases and resources to train the AI model for document generation. Deliverables: 1. A working prototype of the AI-powered legal documentation assistant, demonstrating its functionality and ease of use. 2. A presentation outlining the features and potential impact of the solution, as well as its technical architecture and data requirements. 3. Code and documentation for the solution, along with instructions for deployment and maintenance. Note: Participants are encouraged to consider the ethical implications of their solution and to prioritize data privacy and security.","Miscellaneous, Software"
RUTH320,Digital Assistant for Legal Awareness and Designing a KYR Know-Your-Rights framework in India,"Access to legal information and awareness is a challenge for a large population in India, especially for those who are not literate or are from marginalized communities. There is a need to provide a user-friendly and easily accessible platform for legal awareness. Challenge: Develop a digital assistant that can provide legal information and guidance to people in a user-friendly manner. The digital assistant should be able to converse in multiple languages and provide information in a concise and easy-to-understand manner. The platform should be accessible through various devices, including smartphones, tablets, and desktop computers. The digital assistant should be able to address common legal queries, such as: 1. What are my rights as a citizen? 2. How can I file a complaint? 3. How can I access legal aid services? 4. How can I obtain legal documents? 5. What are the legal implications of a particular action? The digital assistant should also be able to provide information on various legal topics, such as family law, property law, labor law, and criminal law. Judging criteria: 1. Effectiveness in providing legal information and guidance in a user-friendly manner 2. Ease of accessibility through various devices and languages 3. Innovation in design and functionality 4. Potential for scalability and sustainability 5. Impact on improving legal awareness and access to justice for marginalized communities. Note: The Digital solution should be integrated with an all-encompassing framework of Know- Your-Rights, as described under Develop a comprehensive, accessible, and user-friendly Know-Your-Rights framework that will educate citizens in India about their legal rights, entitlements, and remedies. Background: Many citizens in India are unaware of their legal rights and often do not know how to seek redressal in case of legal violations. A comprehensive Know-Your-Rights framework can help citizens become better informed about their legal rights and help them navigate the legal system to seek redressal. Possible solution components: 1. Identification of relevant laws and regulations: Identify and compile all relevant laws and regulations that govern various aspects of citizensÃ¢â‚¬â„¢ lives in India. 2. Simplification of legal language: Simplify the legal language of these laws and regulations so that they are easily understandable by the common citizen. 3. Categorization of legal rights: Categorize these laws and regulations according to the legal rights they protect. For example, laws relating to labour rights can be grouped under one category, while those relating to consumer rights can be grouped under another. Indexing all the Laws of the Central Government and State Governments in India with auto- categorization of legal rights of respective types of beneficiaries such as tribals, senior citizens, persons with disability, etc., under the Know-Your-Rights Framework for India. 4. User-friendly design: Design an easy-to-navigate website or mobile application that is user-friendly and accessible to all. The platform should be designed keeping in mind the diverse needs of the users, including those with disabilities. 5. Interactive features: Incorporate interactive features such as chatbots, virtual assistants, and decision trees to make it easier for users to navigate the platform and find the information they need. 6. Regional language support: Ensure that the platform is available in multiple regional languages to reach a wider audience. 7. Collaboration with legal aid providers: Collaborate with legal aid providers to ensure that the platform is regularly updated and reflects changes in the legal landscape. Expected outcomes: 1. A user-friendly and comprehensive Know-Your-Rights framework that is accessible to citizens across India. 2. Increased awareness among citizens about their legal rights and entitlements. 3. Improved access to justice for citizens through a better understanding of the legal system. 4. Increased collaboration between legal aid providers and citizens. 5. Development of innovative solutions for legal education and awareness.","Smart Education, Software"
RUTH321,Monitoring through Al Based Remote Access Vehicle,"In Hydroelectric Projects (HEPs), monitoring and upkeep of HRT (Head Race Tunnels) is a critical task for the proper operation and safety of the plant. For Inspection of the HRTS, the HRT needs to be flushed/ emptied & inspected which is a cumbersome process. In order to avoid interruption during the operation of the plant, services of a Remotely Operated Vehicle (ROV) for inspection of the HRT in submerged condition could be considered for deployment.","Smart Vehicles, Hardware"
RUTH322,Al Based Drone Application,Systems for Drone-based assessment of large size Catchment areas of Hydro Power plants and monitoring the progress of the treatment plan.,"Robotics and Drones, Software"
RUTH323,Al-based Generative design of Hydro power plants.,"Systems for Al-based Generative design of Hydro Power plants including Civil structures, Hydro- mechanical and Electro-mechanical equipment etc.","Renewable / Sustainable Energy, Software"
RUTH324,Dashboard for real-time monitoring of construction projects.,"Designing of dashboards for Real-time monitoring of Construction projects using IOT devices and backend Artificial intelligence/ML tools to track Resources in the form of equipment/manpower, monitor their efficiency and safety in all situations.","Transportation & Logistics, Software"
RUTH325,AI-enabled water well predictor,"The web-based system is expected to help common users in making decisions regarding water well in a particular location. The system will be driven by NAQUIM data of CGWB like lithology, geophysical logs, water levels, water quality, aquifer maps, etc. On a user-selected point the AI-based predictor should be able to provide the following information: i. Whether the area is suitable for water well construction or not? ii. At what depth water-bearing zones are expected to be encountered; iii. What is the expected discharge of the well; iv. what is the most suitable drilling technique in the area; v. What is the expected quality of groundwater in the area and other relevant information? There should be a user-friendly graphical user interface. Provisions should also be there to obtain the user feedback in a structured manner","Clean & Green Technology, Software"
RUTH326,"A mobile app that crowd sources water-related problems from around a community, open sources data, etc. and display them on a map.","The use of social media data in disaster and crisis management is increasing rapidly. Particularly in connection to flooding events, water quality issues in ponds/lakes, urban flooding, and drainage problem, etc., geo-referenced images shared by citizens can provide situational awareness to emergency responders, as well as assist with financial loss assessment, giving information that would otherwise be very hard to collect through conventional sensors or remote sensing products. Discussion about such events can also be found on various social media platforms. Further, recent advances in computer vision and deep learning can perhaps support the automated analysis of these data. In this problem, software/ algorithm to be developed focusing on ground-level images taken by humans. Considering distinct datasets from different sources, the algorithm of the developed mobile app should be able to categorize water-related problems at different administrative. Further, the mobile app should serve as a valuable tool for the administrators for planning and managing water-related problems.","Disaster Management, Software"
RUTH327,"Development of AI, ML and Chat boat-powered Interactive Robot Mascot (Chacha Chaudhary) and digital avatar to strengthen the river people connect component of Namami Gange.","Chacha Chaudhary was declared the mascot of the Namami Gange Programme at the 37th Executive Committee meeting of the National Mission for Clean Ganga (NMCG). NMCG has tied up with Diamond Toons to develop and distribute comics, e-comics, and animated videos. The objective of bringing about behavioral change amongst children towards the Ganga and other rivers. To make this solution more interactive one step further ahead, AI, ML & Chat boat-powered Interactive Robot Mascot (Chacha Chaudhary) would add value to the product for the river people connect component of Namami Gange. Prerequisites: It should be an independent robot to connect with the School children, the common man, and all stakeholders of NMCG for creating awareness & information dissemination. The product should be user- friendly & citizen-centric. Solution: An interactive robot named “Chacha Chaudhary” would be the Artificial intelligence & machine learning & chat boat-enabled mascot of the Namami Gange made with the help of a touch panel, greets visitors at the entrance and takes them along to each component of the Namami Gange flagship program in River Basin War Room & Ganga Museum. The digital avatar of Chacha Chaudhary would also enable on the NMCG website. Robot Mascot (Chacha Chaudhary) & digital avatar solution would be providing to actively engage with citizens to impart information, awareness, and education around riverine ecology in an interactive format of digital and outdoor installations. Sample Data Required: 1. https://nmcg.nic.in/ 2. http://cganga.org/scientific-advisory-committee/ 3. http://nihroorkee.gov.in/Gangakosh/ganga.htm 4. http://gangapedia.in/ 5. https://www.gangaaction.org/ganga-gyan-dhara-samgra-samvaad-workshop-for-clean-ganga/ 6. https://clap4ganga.com/",
